ID,Icd1,Icd2,DiagnosisText,Comments,Likelihood,Prompt,MuseFlags,CodingFlag,OKForMultipleCodes,YearStart,YearEnd,DateIn,UserIn,DateOut,UserOut
1765,BD5041,,Ruptured Abdominal Aortic Aneurysm,,,,,,,2022,9999,13/10/2023,NA,,
1766,BD5041,,Ruptured Aortic Abdominal Aneurysm,,,,,,,2022,9999,21/11/2023,NA,,
1767,BD5041&XA2LN9,,Ruptured Infrarenal Abdominal Aortic Aneurysm,,,,,,,2022,9999,13/10/2023,NA,,
1768,BD504Z,,AAA,,,,,,,2022,9999,13/10/2023,NA,,
1769,BD504Z,,Abdominal Aortic Aneurysm,,,,,,,2022,9999,13/10/2023,NA,,
1770,BD504Z,,Aortic Abdominal Aneurysm,,,,,,,2022,9999,21/11/2023,NA,,
1771,BD504Z,,Leaking Abdominal Aortic Aneurysm,,,,,,,2022,9999,13/10/2023,NA,,
1772,BD50Z,,Aortic Aneurysm,,,,,,,2022,9999,13/10/2023,NA,,
1773,BD50Z,,Aortic Dissection,,,,,,,2022,9999,13/10/2023,NA,,
1774,BD50Z,,Dissecting Aortic Aneurysm,,,,,,,2022,9999,13/10/2023,NA,,
1775,BD50Z,,Dissection Aorta,,,,,,,2022,9999,14/12/2023,NA,,
1776,BD50Z,,Dissection Of Aorta,,,,,,,2022,2022,01/12/2023,NA,14/12/2023,NA
1777,BD50Z,,Ruptured Aortic Aneurysm,,,,,,,2022,9999,13/10/2023,NA,,
1778,BD50Z,,Ruptured Aortic Dissection,,,,,,,2022,9999,13/10/2023,NA,,
1779,BD50Z,,Ruptured Dissecting Aortic Aneurysm,,,,,,,2022,9999,13/10/2023,NA,,
3185,BD50Z&XT5R,,Acute Aortic Dissection,,,,,,,2022,9999,18/02/2025,NA,,
1780,BD523,DA2Y,Aorto-Oesophageal Fistula,,,,,,,2022,9999,11/09/2024,NA,,
1781,BD523,,Aorto-Duodenal Fistula,,,,,,,2022,9999,13/10/2023,NA,,
1782,BD523,,Aortoenteric Fistula,,,,,,,2022,9999,13/10/2023,NA,,
1783,BD523,,Aorto-Oesophageal Fistula,,,,,,,2022,2022,13/10/2023,NA,11/09/2024,NA
3269,BD54,1H0Z,Diabetic Foot Infection ,,,,,,,2022,9999,14/03/2025,NA,,
3268,BD54,1H0Z,Infected Diabetic Foot Ulcer ,,,,,,,2022,9999,14/03/2025,NA,,
1784,BD54,,Chronic Diabetic Leg Ulcers,,,,,,,2022,9999,06/08/2024,NA,,
1785,BD54,,Diabetic Foot,,,,,,,2022,2022,07/12/2023,NA,05/09/2024,NA
1786,BD54,,Diabetic Foot,,,,,,,2022,9999,27/01/2025,NA,,
1787,BD54,,Diabetic Foot Ulcer,,,,,,,2022,2022,13/10/2023,NA,05/09/2024,NA
1788,BD54,,Diabetic Foot Ulcer,,,,,,,2022,9999,27/01/2025,NA,,
1789,BD55,,Carotid Artery Stenosis,,,,,,,2022,2022,13/10/2023,NA,05/09/2024,NA
1790,BD55,,Cerebral Arteriosclerosis,,,,,,,2022,2022,06/12/2023,NA,05/09/2024,NA
1791,BD55,,Cerebral Atheroma,,,,,,,2022,9999,30/09/2024,NA,,
1792,BD55,,Cerebral Atherosclerosis,,,,,,,2022,2022,13/10/2023,NA,05/09/2024,NA
1793,BD55&XA13S2,,Cerebral Arteriosclerosis,,,,,,,2022,9999,05/09/2024,NA,,
1794,BD55&XA13S2,,Cerebral Atherosclerosis,,,,,,,2022,9999,05/09/2024,NA,,
1795,BD55&XA9AD7,,Carotid Artery Stenosis,,,,,,,2022,9999,05/09/2024,NA,,
1796,BD56&XA13S2,,Cerebral Artery Occlusion,,,,,,,2022,9999,12/12/2023,NA,,
1797,BD56&XA13S2,,Cerebral Artery Thrombosis,,,,,,,2022,9999,26/11/2024,NA,,
1798,BD56&XA13S2,,Cerebral Thrombosis,,,,,,,2022,9999,26/11/2024,NA,,
1799,BD56&XA9AD7,,Carotid Artery Thrombosis,,,,,,,2022,9999,06/12/2023,NA,,
1800,BD5Y&XA13S2,,Cerebral Artery Thrombosis,,,,,,,2022,2022,05/12/2023,NA,26/11/2024,NA
1801,BD5Y&XA13S2,,Cerebral Thrombosis,,,,,,,2022,2022,21/02/2024,NA,26/11/2024,NA
3121,BD71&XK9K,,Right Deep Vein Thrombosis,,,,,,,2022,9999,05/02/2025,NA,,
1802,BD711&XA7UV5,,Inferior Vena Cava Thrombosis,,,,,,,2022,9999,13/10/2023,NA,,
1803,BD714,,Deep Leg Vein Thrombosis,,,,,,,2022,9999,17/10/2023,NA,,
1804,BD714,,Deep Vein Phlebothrombosis,,,,,,,2022,9999,13/10/2023,NA,,
1805,BD714,,Deep Vein Thromboses,,,,,,,2022,9999,17/06/2024,NA,,
1806,BD714,,Deep Vein Thrombosis,,,,,,,2022,9999,17/06/2024,NA,,
1807,BD714,,Deep Vein Thrombosis Leg,,,,,,,2022,9999,14/12/2023,NA,,
1808,BD714,,Deep Vein Thrombosis Of Leg,,,,,,,2022,2022,13/10/2023,NA,14/12/2023,NA
1809,BD714,,Deep Vein Thrombosis Of The Leg,,,,,,,2022,2022,13/10/2023,NA,14/12/2023,NA
1810,BD714,,Deep Vein Thrombus,,,,,,,2022,9999,17/06/2024,NA,,
1811,BD714,,Deep Venous Thrombosis,,,,,,,2022,9999,17/06/2024,NA,,
1812,BD714,,DVT,,,,,,,2022,2022,13/10/2023,NA,20/12/2023,NA
1813,BD714,,DVT,,,,,,,2022,9999,17/06/2024,NA,,
1814,BD714&XK8G,,Deep Vein Thrombosis Left Leg,,,,,,,2022,9999,13/10/2023,NA,,
1815,BD714&XK8G,,Deep Vein Thrombosis Of Left Leg,,,,,,,2022,2022,13/10/2023,NA,14/12/2023,NA
1816,BD714&XK8G,,Deep Venous Thrombosis Left Lower Leg,,,,,,,2022,9999,14/12/2023,NA,,
1817,BD714&XK8G,,Deep Venous Thrombosis Of The Left Lower Leg,,,,,,,2022,2022,13/10/2023,NA,14/12/2023,NA
3270,BD714&XK8G,,Left Deep Vein Thrombosis ,,,,,,,2022,9999,14/03/2025,NA,,
1818,BD714&XK8G,,Left Deep Venous Thrombosis,,,,,,,2022,9999,17/06/2024,NA,,
3234,BD714&XK8G,,Left Leg Deep Vein Thrombosis ,,,,,,,2022,9999,07/03/2025,NA,,
1819,BD714&XK9K,,Deep Vein Thrombosis Of Right Leg,,,,,,,2022,2022,13/10/2023,NA,14/12/2023,NA
1820,BD714&XK9K,,Deep Vein Thrombosis Right Calf Veins,,,,,,,2022,9999,13/10/2023,NA,,
1821,BD714&XK9K,,Deep Vein Thrombosis Right Leg,,,,,,,2022,9999,13/10/2023,NA,,
1822,BD714&XK9K,,Right Deep Venous Thrombosis,,,,,,,2022,9999,17/06/2024,NA,,
1823,BD714&XK9K,,Right Leg Deep Vein Thrombosis,,,,,,,2022,9999,19/12/2023,NA,,
1824,BD71Z,,Deep Vein Thromboses,,,,,,,2022,2022,01/12/2023,NA,17/06/2024,NA
1825,BD71Z,,Deep Vein Thrombosis,,,,,,,2022,2022,13/10/2023,NA,17/06/2024,NA
1826,BD71Z,,Deep Vein Thrombus,,,,,,,2022,2022,19/12/2023,NA,17/06/2024,NA
1827,BD71Z,,Deep Venous Thrombosis,,,,,,,2022,2022,13/10/2023,NA,17/06/2024,NA
1828,BD71Z,,DVT,,,,,,,2022,2022,20/12/2023,NA,17/06/2024,NA
1829,BD71Z&XK8G,,Left Deep Venous Thrombosis,,,,,,,2022,2022,05/12/2023,NA,17/06/2024,NA
1830,BD71Z&XK9K,,Right Deep Venous Thrombosis,,,,,,,2022,2022,20/12/2023,NA,17/06/2024,NA
1831,BD72,,Venous Thromboembolism,,,,,,,2022,9999,13/10/2023,NA,,
1832,BD72,,Venous Thrombosis,,,,,,,2022,9999,05/12/2023,NA,,
3138,BD731,,Superior Vena Cava Obstruction,,?,check if acquired. Check if due to foreign body,,,,2022,9999,05/02/2025,NA,,
1833,BD741Z,,Variceal Haemorrhage,,,,,,,2022,2022,13/10/2023,NA,08/11/2024,NA
1834,BD743Z,1H0Z,Infected Leg Ulcer,,,,,,,2022,9999,13/10/2023,NA,,
1835,BD743Z,1H0Z,Infected Leg Ulcers,,,,,,,2022,9999,13/10/2023,NA,,
1836,BD743Z,,Infected Leg Ulcers,,,,,,,2022,2022,13/10/2023,NA,13/10/2023,NA
1837,BD743Z,,Leg Ulcer,,,,,,,2022,9999,13/10/2023,NA,,
1838,BD743Z,,Leg Ulcers,,,,,,,2022,9999,13/10/2023,NA,,
1839,BD743Z,,Variceal Bleeding,,,,,,,2022,2022,05/08/2024,NA,02/10/2024,NA
1840,BD743Z&XT8W,,Chronic Leg Ulcer,,,,,,,2022,9999,13/10/2023,NA,,
1841,BD743Z&XT8W,,Chronic Leg Ulcers,,,,,,,2022,9999,13/10/2023,NA,,
1842,BD74Z,,Venous Insufficiency,,,,,,,2022,9999,13/10/2023,NA,,
1843,BD75Z,MG27,Variceal Bleeding,,,,,,,2022,9999,02/10/2024,NA,,
1844,BD75Z,MG27,Variceal Haemorrhage,,,,,,,2022,9999,08/11/2024,NA,,
1845,BD91,2E2Z,Lymphangitis Carcinomatosis ,,,,,,,2022,2022,13/08/2024,NA,13/08/2024,NA
1846,BD93Z,,Lymphoedema,,,,,,,2022,9999,13/10/2023,NA,,
1847,BD93Z&XT8W,,Chronic Lymphoedema,,,,,,,2022,9999,01/12/2023,NA,,
1848,BE2Y,,Cardiac Dysfunction,,,,,,,2022,9999,05/12/2023,NA,,
1849,BE2Y,,Cardiovascular Accident,,,,,,,2022,2022,13/10/2023,NA,12/09/2024,NA
3186,BE2Y ,,Ischaemia,,,,,,,2022,9999,18/02/2025,NA,,
1850,BE2Y&XA4PM9,,Cardiovascular Accident,,,,,,,2022,9999,12/09/2024,NA,,
3104,BE2Y&XA6H07&XT5R,,Acute Cardiac Event,,,,,,,2022,9999,04/02/2025,NA,,
1851,BE2Z,,Cardiovascular Disease,,,,,,,2022,9999,13/10/2023,NA,,
1852,BE2Z,,Vascular Disease,,,,,,,2022,9999,13/10/2023,NA,,
1853,BE2Z,,Vascular Heart Disease,,,,,,,2022,9999,13/10/2023,NA,,
1854,BE2Z&XA4PM9,,Cardiovascular Event,,,,,,,2022,9999,12/09/2024,NA,,
1855,CA03Z,,Tonsillitis,,,,,,,2022,9999,13/10/2023,NA,,
1856,CA070,,Upper Respiratory Tract Infection,,,,,,,2022,9999,13/10/2023,NA,,
1857,CA0H0,,Vocal Cord Palsy,,,,,,,2022,9999,13/10/2023,NA,,
1858,CA0Y,,Tracheomalacia,,,,,,,2022,9999,13/10/2023,NA,,
1859,CA2011,,Purulent Bronchitis,,,,,,,2022,9999,13/10/2023,NA,,
1860,CA201Z,,Chronic Bronchitis,,,,,,,2022,9999,13/10/2023,NA,,
1861,CA20Z,,Bronchitis,,,,,,,2022,9999,13/10/2023,NA,,
1862,CA21Y,,Bullous Emphysema,,,,,,,2022,9999,13/10/2023,NA,,
1863,CA21Y,,Chronic Emphysema,,,,,,,2022,9999,13/10/2023,NA,,
1864,CA21Y,,Severe Bullous Emphysema,,,,,,,2022,2022,13/10/2023,NA,18/06/2024,NA
1865,CA21Y&XS25,,Severe Bullous Emphysema,,,,,,,2022,9999,18/06/2024,NA,,
1866,CA21Z,,Emphysema,,,,,,,2022,9999,13/10/2023,NA,,
1867,CA21Z,,Emphysema Lung,,,,,,,2022,9999,13/10/2023,NA,,
1868,CA21Z,,Lung Emphysema,,,,,,,2022,9999,13/10/2023,NA,,
1869,CA21Z,,Pulmonary Emphysema,,,,,,,2022,9999,13/10/2023,NA,,
1870,CA21Z&XK9J&XS25,,Severe Bilateral Emphysema,,,,,,,2022,9999,22/02/2024,NA,,
1871,CA21Z&XS25,,Severe Emphysema,,,,,,,2022,9999,13/10/2023,NA,,
1872,CA21Z&XS25,,Severe Pulmonary Emphysema,,,,,,,2022,9999,13/10/2023,NA,,
1873,CA220,,Acute Exacerbation COPD,,,,,,,2022,9999,14/12/2023,NA,,
1874,CA220,,Acute Exacerbation Of COPD,,,,,,,2022,2022,13/10/2023,NA,14/12/2023,NA
1875,CA220,,Acute Infective Exacerbation COPD,,,,,,,2022,9999,05/02/2024,NA,,
3271,CA220,,COPD Exacerbation ,,,,,,,2022,9999,14/03/2025,NA,,
1876,CA220,,Exacerbation Chronic Obstructive Airway Disease,,,,,,,2022,9999,19/02/2024,NA,,
1877,CA220,,Exacerbation COPD,,,,,,,2022,9999,13/10/2023,NA,,
1878,CA220,,Exacerbation Of COPD,,,,,,,2022,2022,13/10/2023,NA,14/12/2023,NA
3235,CA220,,Infectious Exacerbation COPD ,,,,,,,2022,9999,07/03/2025,NA,,
1879,CA221,,Infective Exacerbation Chronic Obstructive Airway Disease,,,,,,,2022,9999,02/02/2024,NA,,
4413,CA221,,Infective Exacerbation Chronic Obstructive Lung Disease ,,,,,,,2022,9999,04/04/2025,NA,,
3158,CA221,,Infective Exacerbation Chronic Pulmonary Disease,,,,,,,2022,9999,11/02/2025,NA,,
1880,CA221,,Infective Exacerbation COPD,,,,,,,2022,9999,13/10/2023,NA,,
1881,CA221,,Infective Exacerbation Of COPD,,,,,,,2022,2022,13/10/2023,NA,14/12/2023,NA
4412,CA221,,Infective exacerbation severe COPD ,,,,,,,2022,9999,04/04/2025,NA,,
4383,CA221&XS50,,Infective Exacerbation End Stage COPD ,,,,,,,2022,9999,28/03/2025,NA,,
1882,CA221&XS8K,CB02Y,Severe Eosinophilic COPD,,,,,,,2022,9999,11/09/2024,NA,,
4414,CA22Z,,Chronic Airway Disease ,,,,,,,2022,9999,04/04/2025,NA,,
1883,CA22Z,,Chronic Obstructive Airway Disease,,,,,,,2022,9999,13/10/2023,NA,,
4384,CA22Z,,Chronic Obstructive Disease ,,1,to use this code ensure it relates to pulmonary,,,,2022,9999,28/03/2025,NA,,
1884,CA22Z,,Chronic Obstructive Lung Disease,,,,,,,2022,9999,13/10/2023,NA,,
3273,CA22Z,,Chronic Obstructive Pulmonary Disease,,,,,,,2022,9999,14/03/2025,NA,,
1885,CA22Z,,Chronic Obstructive Pulmonary Disorder,,,,,,,2022,9999,13/10/2023,NA,,
1886,CA22Z,,COPD,,,,,,,2022,9999,13/10/2023,NA,,
1887,CA22Z,,COPD (Non Industrial),,,,,,,2022,2022,26/10/2023,NA,14/03/2025,NA
1888,CA22Z,,COPD (Non Occupational),,,,,,,2022,2022,13/10/2023,NA,14/03/2025,NA
3187,CA22Z,,Obstructive Pulmonary Disease,,,,,,,2022,9999,18/02/2025,NA,,
1889,CA22Z&XS50,,Advanced COPD,,,,,,,2022,9999,13/10/2023,NA,,
1890,CA22Z&XS50,,End Stage Chronic Obstructive Airway Disease,,,,,,,2022,9999,13/10/2023,NA,,
1891,CA22Z&XS50,,End Stage COPD,,,,,,,2022,9999,13/10/2023,NA,,
1892,CA22Z&XS50,,Very Severe COPD,,,,,,,2022,9999,18/10/2023,NA,,
1893,CA22Z&XS8K,CB02Y,Severe Eosinophilic COPD,,,,,,,2022,2022,13/10/2023,NA,11/09/2024,NA
1894,CA22Z&XS8K,,Severe Chronic Obstructive Airway Disease,,,,,,,2022,9999,13/10/2023,NA,,
1895,CA22Z&XS8K,,Severe COPD,,,,,,,2022,9999,13/10/2023,NA,,
1896,CA2330,,Exacerbation Asthma,,,,,,,2022,9999,13/10/2023,NA,,
1897,CA2330,,Exacerbation Of Asthma,,,,,,,2022,2022,13/10/2023,NA,14/12/2023,NA
1898,CA2330,,Infective Exacerbation Asthma,,,,,,,2022,9999,05/02/2024,NA,,
1899,CA2331,,Status Asthmaticus,,,,,,,2022,9999,06/12/2023,NA,,
1900,CA2332,,Bronchial Asthma,,,,,,,2022,9999,13/10/2023,NA,,
1901,CA233Z,,Asthma,,,,,,,2022,9999,13/10/2023,NA,,
1902,CA233Z&XS25,,Severe Asthma,,,,,,,2022,9999,13/10/2023,NA,,
1903,CA233Z&XT5R,,Acute Asthma,,,,,,,2022,9999,19/10/2023,NA,,
1904,CA24,,Bronchiectasis,,,,,,,2022,9999,13/10/2023,NA,,
1905,CA24,,Infective Exacerbation Bronchiectasis,,,,,,,2022,9999,14/12/2023,NA,,
1906,CA24,,Infective Exacerbation Of Bronchiectasis,,,,,,,2022,2022,13/10/2023,NA,14/12/2023,NA
1907,CA24&XS25,,Severe Bronchiectasis,,,,,,,2022,9999,13/10/2023,NA,,
1908,CA25Z,,Cystic Fibrosis,,,,,,,2022,9999,13/10/2023,NA,,
1909,CA27Z,,Tracheobronchitis,,,,,,,2022,9999,13/10/2023,NA,,
1910,CA2Z,,Chest Infection,,,,,,,2022,9999,13/10/2023,NA,,
1911,CA2Z,,Chest Sepsis,,,,,,,2022,9999,13/10/2023,NA,,
1912,CA2Z&XA07R2,,Lower Respiratory Chest Infection,,,,,,,2022,9999,13/10/2023,NA,,
1913,CA2Z&XS25,,Severe Chest Infection,,,,,,,2022,9999,13/10/2023,NA,,
3274,CA2Z&XT44,,Recurrent Chest Infection ,,,,,,,2022,9999,14/03/2025,NA,,
3236,CA2Z&XT44,,Recurrent Chest Infections ,,,,,,,2022,9999,07/03/2025,NA,,
1914,CA4001,,E Coli Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1915,CA4002,,Haemophilus Influenzae Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1916,CA4003,,Klebsiella Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1917,CA4005,,Pseudomonas Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1918,CA4006&XN6BM,,Staphylococcus Aureus Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1919,CA4007,,Pneumococcal Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1920,CA4007,,Streptococcus Pneumonia,,,,,,,2022,9999,18/12/2023,NA,,
1921,CA400Y,,Streptococcal Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1922,CA400Z,,Bacterial Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1923,CA4011,,Respiratory Syncytial Virus Pneumonia,,,,,,,2022,9999,03/01/2024,NA,,
1924,CA4011,,Respiratory Syncytial Virus Pneumonitis,,,,,,,2022,9999,03/01/2024,NA,,
1925,CA4012,,Parainfluenza Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1926,CA401Z,,Viral Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1927,CA401Z ,,Viral Pneumonitis,,,,,,,2022,9999,06/09/2024,NA,,
1928,CA4020,,Pneumocystis Jirovecii Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1929,CA4020,,Pneumocystis Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1930,CA402Z,,Fungal Pneumonia,,,,,,,2022,9999,17/10/2023,NA,,
1931,CA40Z,,Acute Pneumonia,,,,,,,2022,2022,13/10/2023,NA,05/09/2024,NA
1932,CA40Z,,Atypical Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1933,CA40Z,,Bronchial Pneumonia,,,,,,,2022,2022,13/10/2023,NA,05/09/2024,NA
1934,CA40Z,,Bronchopneumonia,,,,,,,2022,2022,13/10/2023,NA,29/02/2024,NA
1935,CA40Z,,Bronchopulmonary Pneumonia,,,,,,,2022,2022,13/10/2023,NA,29/02/2024,NA
1936,CA40Z,,Hypostatic Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1937,CA40Z,,Multilobar Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1938,CA40Z,,Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1939,CA40Z,,Recurrent Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1940,CA40Z&XA61M6,,Bronchial Pneumonia,,,,,,,2022,9999,05/09/2024,NA,,
1941,CA40Z&XA61M6,,Bronchopneumonia,,,,,,,2022,9999,29/02/2024,NA,,
1942,CA40Z&XA61M6,,Bronchopulmonary Pneumonia,,,,,,,2022,9999,29/02/2024,NA,,
4385,CA40Z&XA61M6&XA90M2,,Basal Bronchopneumonia,,,,,,,2022,9999,28/03/2025,NA,,
4386,CA40Z&XA61M6&XB25,,Hospital Acquired Bronchopneumonia,,,,,,,2022,9999,28/03/2025,NA,,
1943,CA40Z&XA7L34,,Basal Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1944,CA40Z&XA7L34,,Lower Lobe Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1945,CA40Z&XA7L34&XK8G,,Left Lower Lobe Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1946,CA40Z&XA7L34&XK9J,,Bilateral Lower Lobe Pneumonia,,,,,,,2022,9999,05/09/2024,NA,,
1947,CA40Z&XA7L34&XK9K,,Right Lower Lobe Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1948,CA40Z&XA90M2,,Lobar Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1949,CA40Z&XA90M2&XK9J,,Bilateral Lobar Pneumonia,,,,,,,2022,9999,05/09/2024,NA,,
1950,CA40Z&XB22,,CAP,,,,,,,2022,9999,19/12/2023,NA,,
1951,CA40Z&XB22,,Community Acquired Bronchopneumonia,,,,,,,2022,2022,13/10/2023,NA,29/02/2024,NA
1952,CA40Z&XB22,,Community Acquired Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1953,CA40Z&XB22&XA61M6,,Community Acquired Bronchopneumonia,,,,,,,2022,9999,29/02/2024,NA,,
1954,CA40Z&XB22&XK8G,,Left Community Acquired Pneumonia,,,,,,,2022,9999,20/12/2023,NA,,
1955,CA40Z&XB22&XK9J,,Bilateral Community Acquired Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
3237,CA40Z&XB22&XK9K,,Right Community Acquired Pneumonia ,,,,,,,2022,9999,07/03/2025,NA,,
1956,CA40Z&XB22&XS25,,Severe Community Acquired Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1957,CA40Z&XB25,,HAP,,,,,,,2022,9999,09/11/2023,NA,,
1958,CA40Z&XB25,,Healthcare Acquired Pneumonia,,,,,,,2022,9999,17/10/2023,NA,,
1959,CA40Z&XB25,,Healthcare Associated Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1960,CA40Z&XB25,,Hospital Acquired Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1961,CA40Z&XK8G,,Left Bronchopneumonia,,,,,,,2022,2022,13/10/2023,NA,29/02/2024,NA
1962,CA40Z&XK8G,,Left Pneumonia,,,,,,,2022,9999,05/12/2023,NA,,
1963,CA40Z&XK8G&XA61M6,,Left Bronchopneumonia,,,,,,,2022,9999,29/02/2024,NA,,
3238,CA40Z&XK8G&XA90M2,,Left Basal Pneumonia ,,,,,,,2022,9999,07/03/2025,NA,,
1964,CA40Z&XK9J,,Bilateral Bronchopneumonia,,,,,,,2022,2022,13/10/2023,NA,29/02/2024,NA
1965,CA40Z&XK9J,,Bilateral Lobar Pneumonia,,,,,,,2022,2022,13/10/2023,NA,05/09/2024,NA
1966,CA40Z&XK9J,,Bilateral Lower Lobe Pneumonia,,,,,,,2022,2022,13/10/2023,NA,05/09/2024,NA
1967,CA40Z&XK9J,,Bilateral Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1968,CA40Z&XK9J&XA61M6,,Bilateral Bronchopneumonia,,,,,,,2022,9999,29/02/2024,NA,,
1969,CA40Z&XK9J&XS25,,Severe Bilateral Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1970,CA40Z&XK9K,,Right Bronchopneumonia,,,,,,,2022,2022,17/10/2023,NA,29/02/2024,NA
1971,CA40Z&XK9K,,Right Lower Lobe Pneumonia,,,,,,,2022,2022,13/10/2023,NA,06/09/2024,NA
1972,CA40Z&XK9K,,Right Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1973,CA40Z&XK9K,,Right Sided Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1974,CA40Z&XK9K&XA61M6,,Right Bronchopneumonia,,,,,,,2022,9999,29/02/2024,NA,,
4387,CA40Z&XK9K&XA90M2,,Right Basal Pneumonia,,,,,,,2022,9999,28/03/2025,NA,,
4415,CA40Z&XK9K&XA90M2,,Right Lobar Pneumonia ,,,,,,,2022,9999,04/04/2025,NA,,
1975,CA40Z&XS25,,Severe Bronchopneumonia,,,,,,,2022,2022,13/10/2023,NA,29/02/2024,NA
1976,CA40Z&XS25,,Severe Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1977,CA40Z&XS25&XA61M6,,Severe Bronchopneumonia,,,,,,,2022,9999,29/02/2024,NA,,
1978,CA40Z&XT5R,,Acute Bronchopneumonia,,,,,,,2022,2022,13/10/2023,NA,29/02/2024,NA
1979,CA40Z&XT5R ,,Acute Pneumonia,,,,,,,2022,9999,05/09/2024,NA,,
1980,CA40Z&XT5R&XA61M6,,Acute Bronchopneumonia,,,,,,,2022,9999,29/02/2024,NA,,
1981,CA41Z,,Bronchiolitis,,,,,,,2022,9999,13/10/2023,NA,,
1982,CA42Z,,Acute Bronchitis,,,,,,,2022,9999,13/10/2023,NA,,
1983,CA42Z,,Acute Purulent Bronchitis,,,,,,,2022,9999,19/12/2023,NA,,
1984,CA430,,Cavitating Pneumonia,,,,,,,2022,9999,17/10/2023,NA,,
1985,CA430,,Necrotising Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
1986,CA432,,Lung Abscess,,,,,,,2022,9999,13/10/2023,NA,,
1987,CA432,,Pulmonary Abscess,,,,,,,2022,9999,13/10/2023,NA,,
1988,CA44,,Empyema,,,,,,,2022,9999,13/10/2023,NA,,
1989,CA44,,Empyema Lung,,,,,,,2022,9999,14/12/2023,NA,,
1990,CA44,,Empyema Of The Lung,,,,,,,2022,2022,13/10/2023,NA,14/12/2023,NA
1991,CA44,,Pleural Empyema,,,,,,,2022,9999,13/10/2023,NA,,
1992,CA44&XK9K,,Right Empyema,,,,,,,2022,9999,13/10/2023,NA,,
1993,CA45,,Respiratory Infection,,,,,,,2022,9999,05/12/2023,NA,,
1994,CA45,,Respiratory Tract Infection,,,,,,,2022,9999,13/10/2023,NA,,
1995,CA4YZ&XA07R2&XT5R,,Acute Lower Respiratory Tract Infection,,,,,,,2022,9999,11/09/2024,NA,,
1996,CA4Z,,Acute Lower Respiratory Tract Infection,,,,,,,2022,2022,06/09/2024,NA,11/09/2024,NA
1997,CA4Z,,Infection Lower Respiratory Tract,,,,,,,2022,9999,13/10/2023,NA,,
1998,CA4Z,,Lower Respiratory Infection,,,,,,,2022,9999,13/10/2023,NA,,
1999,CA4Z,,Lower Respiratory Tract Infection,,,,,,,2022,9999,13/10/2023,NA,,
2000,CA4Z,,LRTI,,,,,,,2022,9999,13/10/2023,NA,,
2001,CA4Z,,LRTI (Lower Respiratory Tract Infection),,,,,,,2022,2022,13/10/2023,NA,14/03/2025,NA
2002,CA4Z,,Lung Infection,,,,,,,2022,9999,13/10/2023,NA,,
2003,CA602,,Asbestosis,,,,,,,2022,9999,13/10/2023,NA,,
2004,CA60Z,,Pneumoconiosis,,,,,,,2022,9999,06/12/2023,NA,,
3188,CA70Z,,Fibrotic Hypersensitivity Pneumonitis,,,,,,,2022,9999,18/02/2025,NA,,
2005,CA70Z,,Hypersensitivity Pneumonitis,,,,,,,2022,9999,13/10/2023,NA,,
2006,CA70Z&XT8W,,Chronic Hypersensitivity Pneumonitis,,,,,,,2022,9999,13/10/2023,NA,,
2007,CA710,,Aspiration Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
2008,CA710,,Aspiration Pneumonitis,,,,,,,2022,9999,13/10/2023,NA,,
2009,CA710,,Aspirational Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
2010,CA710,,Recurrent Aspiration Pneumonia,,,,,,,2022,9999,13/10/2023,NA,,
